"ISSUERID","ISSUER_NAME","ISSUER_TICKER","ISSUER_CUSIP","ISSUER_SEDOL","ISSUER_ISIN","ISSUER_CNTRY_DOMICILE","GICS_SECTOR","GICS_IND","GICS_SUB_IND"
"IID000000002168988","HARMONY GOLD MINING COMPANY LIMITED","HAR","413216300","6410562","ZAE000015228","ZA","Materials","Metals & Mining","Gold"
"IID000000002169005","THE HARTFORD INSURANCE GROUP, INC.","HIG","416515104","2476193","US4165151048","US","Financials","Insurance","Property & Casualty Insurance"
"IID000000002169049","HAVELLS INDIA LIMITED","HAVELLS","","BQGZWP9","INE176B01034","IN","Industrials","Electrical Equipment","Electrical Components & Equipment"
"IID000000002169150","Heineken Holding N.V.","HEIO","423008101","B0CCH46","NL0000008977","NL","Consumer Staples","Beverages","Brewers"
"IID000000002169173","HELLENIC TELECOMMUNICATIONS ORGANIZATION S.A.","HTO","423325307","5051605","GRS260333000","GR","Communication Services","Diversified Telecommunication Services","Integrated Telecommunication Services"
"IID000000002169182","Helvetia Baloise Holding AG","HBAN","423495100","BK6QWF0","CH0466642201","CH","Financials","Insurance","Multi-line Insurance"
"IID000000002169199","HENAN SHENHUO COAL & POWER CO.,LTD","000933","","6165431","CNE000001097","CN","Materials","Metals & Mining","Diversified Metals & Mining"
"IID000000002169200","Henan Shuanghui Investment & Development Co., Ltd.","000895","","6128780","CNE000000XM3","CN","Consumer Staples","Food Products","Packaged Foods & Meats"
"IID000000002169215","Hengan International Group Company Limited","1044","42551N104","6136233","KYG4402L1510","CN","Consumer Staples","Personal Care Products","Personal Care Products"
"IID000000002169220","Henkel AG & Co. KGaA","HEN","42550U109","5002465","DE0006048408","DE","Consumer Staples","Household Products","Household Products"
"IID000000002169263","THE HERSHEY COMPANY","HSY","427866108","2422806","US4278661081","US","Consumer Staples","Food Products","Packaged Foods & Meats"
"IID000000002169350","HIKMA PHARMACEUTICALS PUBLIC LIMITED COMPANY","HIK","431288109","B0LCW08","GB00B0LCW083","GB","Health Care","Pharmaceuticals","Pharmaceuticals"
"IID000000002169377","HINDALCO INDUSTRIES LIMITED","HINDALCO","433064102","B0GWF48","INE038A01020","IN","Materials","Metals & Mining","Aluminum"
"IID000000002169388","HINDUSTAN UNILEVER LIMITED","HINDUNILVR","","6261674","INE030A01027","IN","Consumer Staples","Personal Care Products","Personal Care Products"
"IID000000002169418","Hitachi, Ltd.","6501","433578507","6429104","JP3788600009","JP","Industrials","Industrial Conglomerates","Industrial Conglomerates"
"IID000000002169488","Holmen Aktiebolag","HOLM B","436299200","BDQQ1Q5","SE0011090018","SE","Materials","Paper & Forest Products","Paper Products"
"IID000000002169492","HOLOGIC, INC.","HOLX","436440101","2433530","US4364401012","US","Health Care","Health Care Equipment & Supplies","Health Care Equipment"
"IID000000002169533","HON HAI PRECISION INDUSTRY CO., LTD.","2317","438090805","6438564","TW0002317005","TW","Information Technology","Electronic Equipment, Instruments & Components","Electronic Manufacturing Services"
"IID000000002169542","THE HONG KONG AND CHINA GAS COMPANY LIMITED","3","438550303","6436557","HK0003000038","HK","Utilities","Gas Utilities","Gas Utilities"
"IID000000002169544","HONG LEONG BANK BERHAD","HLBANK","","6436892","MYL5819OO007","MY","Financials","Banks","Diversified Banks"
"IID000000002169597","HOTAI MOTOR CO.,LTD.","2207","","6417165","TW0002207008","TW","Consumer Discretionary","Specialty Retail","Automotive Retail"
"IID000000002169670","HUADONG MEDICINE CO., LTD","000963","","6203245","CNE0000011S1","CN","Health Care","Health Care Providers & Services","Health Care Distributors"
"IID000000002169693","WINGTECH TECHNOLOGY CO., LTD","600745","","6450847","CNE000000M72","CN","Information Technology","Electronic Equipment, Instruments & Components","Electronic Manufacturing Services"
"IID000000002169725","HUMANA INC.","HUM","444859102","2445063","US4448591028","US","Health Care","Health Care Providers & Services","Managed Health Care"
"IID000000002169743","Hunan Valin Steel Co., Ltd.","000932","","6165163","CNE000001006","CN","Materials","Metals & Mining","Steel"
"IID000000002169754","HUNTINGTON BANCSHARES INCORPORATED","HBAN","446150104","2445966","US4461501045","US","Financials","Banks","Regional Banks"
"IID000000002169813","SK hynix Inc.","000660","78392B107","6450267","KR7000660001","KR","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"IID000000002169832","HMM CO.,LTD","011200","","6405869","KR7011200003","KR","Industrials","Marine Transportation","Marine Transportation"
"IID000000002169907","ICICI BANK LIMITED","ICICIBANK","45104G104","BSZ2BY7","INE090A01021","IN","Financials","Banks","Diversified Banks"
"IID000000002169909","ICL GROUP LTD","ICL","002810331","6455530","IL0002810146","IL","Materials","Chemicals","Fertilizers & Agricultural Chemicals"
"IID000000002169929","VODAFONE IDEA LIMITED","IDEA","","B1MP4H4","INE669E01016","IN","Communication Services","Wireless Telecommunication Services","Wireless Telecommunication Services"
"IID000000002169979","IHI Corporation","7013","44962U107","6466985","JP3134800006","JP","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"IID000000002170043","INPEX CORPORATION","1605","45790H101","B10RB15","JP3294460005","JP","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production"
"IID000000002170064","IOI CORPORATION BERHAD","IOICORP","","B1Y3WG1","MYL1961OO001","MY","Consumer Staples","Food Products","Agricultural Products & Services"
"IID000000002170129","ITC LIMITED","ITC","450318100","B0JGGP5","INE154A01025","IN","Consumer Staples","Tobacco","Tobacco"
"IID000000002170324","IMPERIAL BRANDS PLC","IMB","45262P102","0454492","GB0004544929","GB","Consumer Staples","Tobacco","Tobacco"
"IID000000002170420","THE INDIAN HOTELS COMPANY LIMITED","INDHOTEL","","B1FRT61","INE053A01029","IN","Consumer Discretionary","Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
"IID000000002170424","INDIAN OIL CORPORATION LIMITED","IOC","","6253767","INE242A01010","IN","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Refining & Marketing"
"IID000000002170483","INDUSIND BANK LTD.","INDUSINDBK","455786103","6100454","INE095A01012","IN","Financials","Banks","Diversified Banks"
"IID000000002170528","Industries Qatar Q.P.S.C","IQCD","","6673570","QA000A0KD6K3","QA","Industrials","Industrial Conglomerates","Industrial Conglomerates"
"IID000000002170530","Aktiebolaget Industrivarden","INDU A","","B1VSK54","SE0000107203","SE","Financials","Financial Services","Multi-Sector Holdings"
"IID000000002170535","Indutrade Aktiebolag","INDT","456603109","B0LDBX7","SE0001515552","SE","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"IID000000002170550","Infineon Technologies AG","IFX","45662N103","5889505","DE0006231004","DE","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"IID000000002170566","INFO EDGE (INDIA) LIMITED","NAUKRI","","BTJVLJ2","INE663F01032","IN","Communication Services","Interactive Media & Services","Interactive Media & Services"
"IID000000002170602","INFOSYS LIMITED","INFY","456788108","6205122","INE009A01021","IN","Information Technology","IT Services","IT Consulting & Other Services"
"IID000000002170616","INFRATIL LIMITED","IFT","","6459286","NZIFTE0003S3","NZ","Financials","Financial Services","Multi-Sector Holdings"
"IID000000002170625","TRANE TECHNOLOGIES PLC","2IS","","BK9ZQ96","IE00BK9ZQ967","IE","Industrials","Building Products","Building Products"
"IID000000002170663","Inner Mongolia Baotou Steel Union Co., Ltd","600010","","6335933","CNE0000017H1","CN","Materials","Metals & Mining","Steel"
"IID000000002170666","INNER MONGOLIA YITAI COAL CO.,LTD.","900948","","6019011","CNE000000SK7","CN","Energy","Oil, Gas & Consumable Fuels","Coal & Consumable Fuels"
"IID000000002170742","INSMED INCORPORATED","INSM","457669307","2614487","US4576693075","US","Health Care","Biotechnology","Biotechnology"
"IID000000002170748","IEIT SYSTEMS Co., Ltd,","000977","","6247726","CNE0000012M2","CN","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
"IID000000002170860","INTERACTIVE BROKERS GROUP, INC.","IBKR","45841N107","B1WT4X2","US45841N1072","US","Financials","Capital Markets","Investment Banking & Brokerage"
"IID000000002170877","Interconexion Electrica S.A. E.S.P.","ISA","45853N102","2205706","COE15PA00026","CO","Utilities","Electric Utilities","Electric Utilities"
"IID000000002170948","INTERNATIONAL CONTAINER TERMINAL SERVICES, INC.","ICT","459360103","6455819","PHY411571011","PH","Industrials","Transportation Infrastructure","Marine Ports & Services"
"IID000000002171081","INTERTEK GROUP PLC","ITRK","461130106","3163836","GB0031638363","GB","Industrials","Professional Services","Research & Consulting Services"
"IID000000002171092","INTESA SANPAOLO SPA","ISP","46115H107","4076836","IT0000072618","IT","Financials","Banks","Diversified Banks"
"IID000000002171115","INTUIT INC.","INTU","461202103","2459020","US4612021034","US","Information Technology","Software","Application Software"
"IID000000002171124","INVENTEC CORPORATION","2356","","6459930","TW0002356003","TW","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
"IID000000002171372","Investmentaktiebolaget Latour","LATO B","","BZ404X1","SE0010100958","SE","Industrials","Industrial Conglomerates","Industrial Conglomerates"
"IID000000002171481","ISRAEL DISCOUNT BANK LIMITED","DSCT","465074201","6451271","IL0006912120","IL","Financials","Banks","Diversified Banks"
"IID000000002171506","ITAUSA S.A.","ITSA3","","2470515","BRITSAACNOR0","BR","Financials","Banks","Diversified Banks"
"IID000000002171603","JFE Holdings, Inc.","5411","","6543792","JP3386030005","JP","Materials","Metals & Mining","Steel"
"IID000000002171666","JSW STEEL LIMITED","JSWSTEEL","46635UAC3","BZBYJJ7","INE019A01038","IN","Materials","Metals & Mining","Steel"
"IID000000002171683","JABIL INC.","JBL","466313103","2471789","US4663131039","US","Information Technology","Electronic Equipment, Instruments & Components","Electronic Manufacturing Services"
"IID000000002171885","JCET Group Co., Ltd.","600584","","6616519","CNE000001F05","CN","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"IID000000002171887","Gotion High-tech Co.,Ltd.","002074","38349T106","B1FPYN7","CNE000001NY7","CN","Industrials","Electrical Equipment","Electrical Components & Equipment"
"IID000000002171890","Hengtong Optic-Electric CO.,LTD","600487","","6676193","CNE000001FQ9","CN","Information Technology","Communications Equipment","Communications Equipment"
"IID000000002171913","Jiangxi Copper Company Limited","600362","","6434551","CNE0000019P0","CN","Materials","Metals & Mining","Copper"
"IID000000002171939","CNPC Capital Company Limited","000617","","6486109","CNE000000MS3","CN","Financials","Banks","Diversified Banks"
"IID000000002171945","JINDAL STEEL LIMITED","JINDALSTEL","","6726816","INE749A01030","IN","Materials","Metals & Mining","Steel"
"IID000000002171982","JOHNSON & JOHNSON","JNJ","478160104","2475833","US4781601046","US","Health Care","Pharmaceuticals","Pharmaceuticals"
"IID000000002171994","JOLLIBEE FOODS CORP.","JFC","479830101","6474494","PHY4466S1007","PH","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants"
"IID000000002172084","JUMBO S.A.","BELA","48138V105","7243530","GRS282183003","GR","Consumer Discretionary","Specialty Retail","Other Specialty Retail"
"IID000000002172163","KAJIMA CORPORATION","1812","483111209","6481320","JP3210200006","JP","Industrials","Construction & Engineering","Construction & Engineering"
"IID000000002172211","KBC GROEP NV","KBC","48241F104","4497749","BE0003565737","BE","Financials","Banks","Diversified Banks"
"IID000000002172236","KGHM POLSKA MIEDZ SPOLKA AKCYJNA","KGH","","5263251","PLKGHM000017","PL","Materials","Metals & Mining","Copper"
"IID000000002172247","KIKKOMAN CORPORATION","2801","49387U103","6490809","JP3240400006","JP","Consumer Staples","Food Products","Packaged Foods & Meats"
"IID000000002172273","KLA CORPORATION","KLAC","482480100","2480138","US4824801009","US","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Materials & Equipment"
"IID000000002172288","KOBE BUSSAN CO., LTD.","3038","499887107","B14RJB7","JP3291200008","JP","Consumer Staples","Consumer Staples Distribution & Retail","Food Retail"
"IID000000002172338","KT&G Corporation","033780","48268G100","6175076","KR7033780008","KR","Consumer Staples","Tobacco","Tobacco"
"IID000000002172345","KUBOTA CORPORATION","6326","501173207","6497509","JP3266400005","JP","Industrials","Machinery","Agricultural & Farm Machinery"
"IID000000002172367","KYOCERA CORPORATION","6971","501556203","6499260","JP3249600002","JP","Information Technology","Electronic Equipment, Instruments & Components","Electronic Components"
"IID000000002172381","Kyowa Kirin Co., Ltd.","4151","50156R107","6499550","JP3256000005","JP","Health Care","Pharmaceuticals","Pharmaceuticals"
"IID000000002172467","The Kansai Electric Power Company, Incorporated","9503","484602305","6483489","JP3228600007","JP","Utilities","Electric Utilities","Electric Utilities"
"IID000000002172513","KASIKORNBANK PUBLIC COMPANY LIMITED","KBANK","485785109","6888783","TH0016010009","TH","Financials","Banks","Diversified Banks"
"IID000000002172534","Kawasaki Heavy Industries, Ltd.","7012","486359201","6484620","JP3224200000","JP","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"IID000000002172628","Kesko Oyj","KESKOB","492531108","4490005","FI0009000202","FI","Consumer Staples","Consumer Staples Distribution & Retail","Food Retail"
"IID000000002172641","KEYCORP","KEY","493267108","2490911","US4932671088","US","Financials","Banks","Diversified Banks"
"IID000000002172686","KIA CORPORATION","000270","49374JAA1","6490928","KR7000270009","KR","Consumer Discretionary","Automobiles","Automobile Manufacturers"
"IID000000002172712","Kimberly-Clark de Mexico, S.A.B. de C.V.","KIMBERA","494386204","2491914","MXP606941179","MX","Consumer Staples","Household Products","Household Products"
"IID000000002172750","KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED","0268","49567R102","6327587","KYG525681477","CN","Information Technology","Software","Application Software"
"IID000000002172754","KINGFA SCI. & TECH. CO., LTD.","600143","","B01KBB6","CNE000001JP3","CN","Materials","Chemicals","Commodity Chemicals"
"IID000000002172765","KINGSPAN GROUP PUBLIC LIMITED COMPANY","KRX","496402108","4491235","IE0004927939","IE","Industrials","Building Products","Building Products"
"IID000000002172801","KLABIN S.A.","KLBAY","49834M100","2740359","BRKLBNACNOR2","BR","Materials","Containers & Packaging","Paper & Plastic Packaging Products & Materials"
"IID000000002172927","KONE Oyj","KNEBV","50048H101","B09M9D2","FI0009013403","FI","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"IID000000002172935","Koninklijke Ahold Delhaize N.V.","AD","500467501","BD0Q398","NL0011794037","NL","Consumer Staples","Consumer Staples Distribution & Retail","Food Retail"
"IID000000002172937","Koninklijke KPN N.V.","KPN","780641205","5956078","NL0000009082","NL","Communication Services","Diversified Telecommunication Services","Integrated Telecommunication Services"
"IID000000002172983","KOREA ELECTRIC POWER CORPORATION","015760","500631106","6495730","KR7015760002","KR","Utilities","Electric Utilities","Electric Utilities"
"IID000000002172996","Korea Investment Holdings Co., Ltd","071050","","6654586","KR7071050009","KR","Financials","Capital Markets","Investment Banking & Brokerage"
"IID000000002173014","KOREAN AIR LINES CO.,LTD","003490","","6496766","KR7003490000","KR","Industrials","Passenger Airlines","Passenger Airlines"
"IID000000002173037","KOTAK MAHINDRA BANK LIMITED","KOTAKBANK","","BNBX1W7","INE237A01036","IN","Financials","Banks","Diversified Banks"
"IID000000002173059","Mondelez International, Inc.","MDLZ","609207105","B8CKK03","US6092071058","US","Consumer Staples","Food Products","Packaged Foods & Meats"
"IID000000002173097","THE KROGER CO.","KR","501044101","2497406","US5010441013","US","Consumer Staples","Consumer Staples Distribution & Retail","Food Retail"
"IID000000002173129","KUALA LUMPUR KEPONG BERHAD","KLK","501161202","6497446","MYL2445OO004","MY","Consumer Staples","Food Products","Agricultural Products & Services"
"IID000000002173137","Kuehne + Nagel International AG","KNIN","501187108","B142S60","CH0025238863","CH","Industrials","Marine Transportation","Marine Transportation"
"IID000000002173192","KUWAIT FINANCE HOUSE K.S.C.P","KFH","","6503138","KW0EQ0100085","KW","Financials","Banks","Diversified Banks"
"IID000000002173216","Kweichow Moutai Co., Ltd.","600519","","6414832","CNE0000018R8","CN","Consumer Staples","Beverages","Distillers & Vintners"
"IID000000002173247","L'OREAL SA","OR","502117203","4057808","FR0000120321","FR","Consumer Staples","Personal Care Products","Personal Care Products"
"IID000000002173258","LARGAN Precision Co Ltd","3008","","6451668","TW0003008009","TW","Information Technology","Electronic Equipment, Instruments & Components","Electronic Components"
"IID000000002173292","LG Corp.","003550","","6537030","KR7003550001","KR","Industrials","Industrial Conglomerates","Industrial Conglomerates"
"IID000000002173298","LG Display Co., Ltd.","034220","50186V102","B01VZN9","KR7034220004","KR","Information Technology","Electronic Equipment, Instruments & Components","Electronic Components"
"IID000000002173299","LG Uplus Corp","032640","","6290902","KR7032640005","KR","Communication Services","Diversified Telecommunication Services","Integrated Telecommunication Services"
"IID000000002173340","LPP SPOLKA AKCYJNA","LPP","50213U101","7127979","PLLPP0000011","PL","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
"IID000000002173360","LVMH MOET HENNESSY LOUIS VUITTON SE","MC","502441306","4061412","FR0000121014","FR","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
"IID000000002173442","LAM RESEARCH CORPORATION","LRCX","512807306","BSML4N7","US5128073062","US","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Materials & Equipment"
"IID000000002173457","LATAM Airlines Group S.A.","LTM","51817R205","2518932","CL0000000423","CL","Industrials","Passenger Airlines","Passenger Airlines"
"IID000000002173469","LAND SECURITIES GROUP PLC","LAND","514674308","BYW0PQ6","GB00BYW0PQ60","GB","Real Estate","Diversified REITs","Diversified REITs"
"IID000000002173528","LARSEN AND TOUBRO LIMITED","LT","51729V104","B0166K8","INE018A01030","IN","Industrials","Construction & Engineering","Construction & Engineering"
"IID000000002173531","LAS VEGAS SANDS CORP.","LVS","517834107","B02T2J7","US5178341070","US","Consumer Discretionary","Hotels, Restaurants & Leisure","Casinos & Gaming"
"IID000000002173540","Lasertec Corporation","6920","51809L109","6506267","JP3979200007","JP","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Materials & Equipment"
"IID000000002173663","LEGAL & GENERAL GROUP PLC","LGEN","52463H103","0560399","GB0005603997","GB","Financials","Insurance","Life & Health Insurance"
"IID000000002173667","LEGRAND SA","LR","524671104","B11ZRK9","FR0010307819","FR","Industrials","Electrical Equipment","Electrical Components & Equipment"
"IID000000002173691","LENNAR CORPORATION","LEN","526057104","2511920","US5260571048","US","Consumer Discretionary","Household Durables","Homebuilding"
"IID000000002173757","Li Ning Co Ltd","2331","52989T102","B01JCK9","KYG5496K1242","CN","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
"IID000000002173966","LIVE NATION ENTERTAINMENT, INC.","LYV","538034109","B0T7YX2","US5380341090","US","Communication Services","Entertainment","Movies & Entertainment"
"IID000000002173985","LOBLAW COMPANIES LTD","L","539481101","2521800","CA5394811015","CA","Consumer Staples","Consumer Staples Distribution & Retail","Food Retail"
"IID000000002173988","Localiza Rent a Car S.A.","RENT3","53956W300","B08K3S0","BRRENTACNOR4","BR","Industrials","Ground Transportation","Passenger Ground Transportation"
"IID000000002174007","Logitech international S.A.","LOGN","","B18ZRK2","CH0025751329","CH","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
"IID000000002174055","Lonza Group AG","LONN","54338V101","7333378","CH0013841017","CH","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services"
"IID000000002174078","LOTES CO., LTD","3533","","B1GJFG8","TW0003533006","TW","Information Technology","Electronic Equipment, Instruments & Components","Electronic Components"
"IID000000002174095","LOWE'S COMPANIES, INC.","LOW","548661107","2536763","US5486611073","US","Consumer Discretionary","Specialty Retail","Home Improvement Retail"
"IID000000002174162","LUPIN LIMITED","LUPIN","","6143761","INE326A01037","IN","Health Care","Pharmaceuticals","Pharmaceuticals"
"IID000000002174178","Luzhou Laojiao Co.,Ltd","000568","","6517485","CNE000000GF2","CN","Consumer Staples","Beverages","Distillers & Vintners"
"IID000000002174349","METRO INC.","MRU","59162N109","2583952","CA59162N1096","CA","Consumer Staples","Consumer Staples Distribution & Retail","Food Retail"
"IID000000002174389","MinebeaMitsumi Inc.","6479","60272J103","6642406","JP3906000009","JP","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"IID000000002174397","MISC BERHAD","MISC","","6557997","MYL3816OO005","MY","Industrials","Marine Transportation","Marine Transportation"
"IID000000002174446","MOL Magyar Olaj- es Gazipari Nyilvanosan Mukodo Reszvenytarsasag","MOL","608464202","BD5ZXH8","HU0000153937","HU","Energy","Oil, Gas & Consumable Fuels","Integrated Oil & Gas"
"IID000000002174473","Eneva S.A.","ENEV3","","BFWHKM5","BRENEVACNOR8","BR","Utilities","Independent Power & Renewable Electricity Producers","Independent Power Producers & Energy Traders"
"IID000000002174477","MRF LIMITED","MRF","","6214128","INE883A01011","IN","Consumer Discretionary","Automobile Components","Tires & Rubber"
"IID000000002174506","MTN GROUP LIMITED","MTN","62474M108","6563206","ZAE000042164","ZA","Communication Services","Wireless Telecommunication Services","Wireless Telecommunication Services"
"IID000000002174556","MACQUARIE GROUP LIMITED.","MQG","55607P204","B28YTC2","AU000000MQG1","AU","Financials","Capital Markets","Diversified Capital Markets"
"IID000000002174697","Makita Corporation","6586","560877300","6555805","JP3862400003","JP","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"IID000000002174709","MALAYAN BANKING BERHAD","MAYBANK","56108H105","6556325","MYL1155OO000","MY","Financials","Banks","Diversified Banks"
"IID000000002174843","Marfrig Global Foods S.A.","MBRF3","56656T105","BV8H6L2","BRMBRFACNOR1","BR","Consumer Staples","Food Products","Packaged Foods & Meats"
"IID000000002174861","MOWI ASA","MOWI","624678108","B02L486","NO0003054108","NO","Consumer Staples","Food Products","Packaged Foods & Meats"
"IID000000002174889","MARKS AND SPENCER GROUP P.L.C.","MKS","570912105","3127489","GB0031274896","GB","Consumer Staples","Consumer Staples Distribution & Retail","Food Retail"
"IID000000002174925","Marubeni Corporation","8002","573810207","6569464","JP3877600001","JP","Industrials","Trading Companies & Distributors","Trading Companies & Distributors"
"IID000000002174946","MASCO CORPORATION","MAS","574599106","2570200","US5745991068","US","Industrials","Building Products","Building Products"
"IID000000002174974","MASTERCARD INCORPORATED.","MA","57636Q104","B121557","US57636Q1040","US","Financials","Financial Services","Transaction & Payment Processing Services"
"IID000000002175081","MCCORMICK & COMPANY, INCORPORATED","MKC","579780206","2550161","US5797802064","US","Consumer Staples","Food Products","Packaged Foods & Meats"
"IID000000002175370","MERCK Kommanditgesellschaft auf Aktien","MRK","589339209","4741844","DE0006599905","DE","Health Care","Pharmaceuticals","Pharmaceuticals"
"IID000000002175439","METLIFE, INC.","MET","59156R108","2573209","US59156R1086","US","Financials","Insurance","Life & Health Insurance"
"IID000000002175524","T-MOBILE US, INC.","TMUS","872590104","B94Q9V0","US8725901040","US","Communication Services","Wireless Telecommunication Services","Wireless Telecommunication Services"
"IID000000002175545","METTLER-TOLEDO INTERNATIONAL INC.","MTD","592688105","2126249","US5926881054","US","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services"
"IID000000002175576","MICROCHIP TECHNOLOGY INCORPORATED","MCHP","595017104","2592174","US5950171042","US","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"IID000000002175587","MICRON TECHNOLOGY, INC.","MU","595112103","2588184","US5951121038","US","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"IID000000002175677","Tokio Marine Holdings, Inc.","8766","889094108","6513126","JP3910660004","JP","Financials","Insurance","Property & Casualty Insurance"
"IID000000002175764","MMG Limited","1208","","6728793","HK1208013172","AU","Materials","Metals & Mining","Diversified Metals & Mining"
"IID000000002175848","Mitsubishi Estate Company, Limited","8802","606783207","6596729","JP3899600005","JP","Real Estate","Real Estate Management & Development","Diversified Real Estate Activities"
"IID000000002175850","Mitsubishi Heavy Industries, Ltd.","7011","606793404","6597067","JP3900000005","JP","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"IID000000002175857","Mitsubishi UFJ Financial Group, Inc.","8306","606822104","6335171","JP3902900004","JP","Financials","Banks","Diversified Banks"
"IID000000002175863","Mitsui O.S.K. Lines, Ltd.","9104","60685L208","6597584","JP3362700001","JP","Industrials","Marine Transportation","Marine Transportation"
"IID000000002175875","Mizuho Financial Group, Inc.","8411","60687Y109","6591014","JP3885780001","JP","Financials","Banks","Diversified Banks"
"IID000000002175911","MOBILE TELECOMMUNICATIONS COMPANY K.S.C.P","ZAIN","","6600084","KW0EQ0601058","KW","Communication Services","Wireless Telecommunication Services","Wireless Telecommunication Services"
"IID000000002176028","MonotaRO Co Ltd","3064","61022V107","B1GHR88","JP3922950005","JP","Industrials","Trading Companies & Distributors","Trading Companies & Distributors"
"IID000000002176166","MOTOROLA SOLUTIONS, INC.","MSI","620076307","B5BKPQ4","US6200763075","US","Information Technology","Communications Equipment","Communications Equipment"
"IID000000002176253","Muenchener Rueckversicherungs-Gesellschaft Aktiengesellschaft in Muenchen","MUV2","626188106","5294121","DE0008430026","DE","Financials","Insurance","Reinsurance"
"IID000000002176257","ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED","ADANIPORTS","00652MAE2","B28XXH2","INE742F01042","IN","Industrials","Transportation Infrastructure","Marine Ports & Services"
"IID000000002176373","Bandai Namco Holdings Inc.","7832","059831107","B0JDQD4","JP3778630008","JP","Consumer Discretionary","Leisure Products","Leisure Products"
"IID000000002176412","Renesas Electronics Corporation","6723","75972B101","6635677","JP3164720009","JP","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"IID000000002176451","CCC SPOLKA AKCYJNA","CCC","","B04QR13","PLCCC0000016","PL","Consumer Discretionary","Specialty Retail","Apparel Retail"
"IID000000002176459","NAVER Corporation","035420","","6560393","KR7035420009","KR","Communication Services","Interactive Media & Services","Interactive Media & Services"
"IID000000002176474","NIDEC CORPORATION","6594","654090109","6640682","JP3734800000","JP","Industrials","Electrical Equipment","Electrical Components & Equipment"
"IID000000002176517","JX Advanced Metals Corporation","5016","466289105","6543770","JP3379550001","JP","Materials","Metals & Mining","Diversified Metals & Mining"
"IID000000002176519","NIPPON PAINT HOLDINGS CO., LTD.","4612","654611102","6640507","JP3749400002","JP","Materials","Chemicals","Specialty Chemicals"
"IID000000002176527","NIPPON STEEL CORPORATION","5401","65461T101","6642569","JP3381000003","JP","Materials","Metals & Mining","Steel"
"IID000000002176536","NISSAN MOTOR CO., LTD.","7201","654744408","6642860","JP3672400003","JP","Consumer Discretionary","Automobiles","Automobile Manufacturers"
"IID000000002176598","NRG ENERGY, INC.","NRG","629377508","2212922","US6293775085","US","Utilities","Electric Utilities","Electric Utilities"
"IID000000002176617","NTPC LIMITED","NTPC","","B037HF1","INE733E01010","IN","Utilities","Independent Power & Renewable Electricity Producers","Independent Power Producers & Energy Traders"
"IID000000002176634","NVIDIA CORPORATION","NVDA","67066G104","2379504","US67066G1040","US","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"IID000000002176784","NASPERS LIMITED","NPN","631512209","BV2FFX7","ZAE000351946","ZA","Consumer Discretionary","Broadline Retail","Broadline Retail"
"IID000000002176798","NATIONAL AUSTRALIA BANK LIMITED","NAB","632525408","6624608","AU000000NAB4","AU","Financials","Banks","Diversified Banks"
"IID000000002176806","FIRST ABU DHABI BANK P.J.S.C.","FAB","31849MAW1","6624471","AEN000101016","AE","Financials","Banks","Diversified Banks"
"IID000000002176977","Nedbank Group Limited","NED","63975K104","6628008","ZAE000004875","ZA","Financials","Banks","Diversified Banks"
"IID000000002177044","Neste Oyj","NESTE","64104Y106","B06YV46","FI0009013296","FI","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Refining & Marketing"
"IID000000002177046","NESTLE (MALAYSIA) BERHAD","NESTLE","","6629335","MYL4707OO005","MY","Consumer Staples","Food Products","Packaged Foods & Meats"
